"ID","status","sentence","sparqlQueGG","sparqlQald","TP","FP","FN","Precision","Recall","Fscore","Status"
"20","N","Gib mir alle Apollo-14-Astronauten","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:mission res:Apollo_14 }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"21","N","Wer schrieb das Buch Das Saeulen von das Erde? ","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?uri WHERE { res:The_Pillars_of_the_Earth dbo:author ?uri }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"22","N","Welche Zustand von das Vereinigt Zustaende von Amerika hat das hoechste Dichte? ","PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT ?uri WHERE { ?uri dbp:densityrank ?density } ORDER BY ASC(?density) LIMIT 1","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"23","N","Welche Raumfluege sind von Baikonur gestartet?","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/launchPad> res:Baikonur_Cosmodrome }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"24","N","Gib mit eine Liste aller Trompeter, die Bandleader waren","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:occupation res:Bandleader ; dbo:instrument res:Trumpet }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"25","N","Welche US-Bundesstaaten liegen in derselben Zeitzone wie Utah?","PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX res: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { res:Utah dbp:timezone ?x . ?uri rdf:type yago:WikicatStatesOfTheUnitedStates ; dbp:timezone ?x FILTER ( ?uri != res:Utah ) }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"26","N","In welchen US-Staaten gibt es Goldvorkommen?","PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type yago:WikicatStatesOfTheUnitedStates ; dbp:mineral ?mineral FILTER regex(?mineral, ""gold"", ""i"") }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"27","N","Mit wem ist die Tochter von Ingrid Bergman verheiratet?","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Ingrid_Bergman dbo:child ?child . ?child <http://dbpedia.org/property/spouse> ?uri }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"28","N","Wie tief ist Lake Placid?","PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?n WHERE { <http://dbpedia.org/resource/Lake_Placid_(Texas)> dbo:maximumDepth ?n }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"29","N","Zeig mir alle Museen in London","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Museum> ; <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/London> }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"30","N","Welche Hoehlen haben mehr als 3 Eingaenge?","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Cave> ; <http://dbpedia.org/property/entranceCount> ?entrance FILTER ( ?entrance > 3 ) }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"31","N","Wer ist der groeßte Spieler der Atlanta Falcons?","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/team> <http://dbpedia.org/resource/Atlanta_Falcons> ; <http://dbpedia.org/ontology/height> ?h } ORDER BY DESC(?h) OFFSET 0 LIMIT 1","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"32","N","Was sind laut IGN die Top-10-Action-Rollenspiele?","SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Action_role-playing_video_games> ; <http://dbpedia.org/property/ign> ?score } ORDER BY DESC(?score) LIMIT 10","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"33","N","Gib mir alle Schriftsteller, die den Literaturnobelpreis gewonnen haben","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Writer> ; <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Nobel_Prize_in_Literature> }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"34","N","Zeig mir alle Basketballspieler, die groeßer als 2 Meter sind","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/BasketballPlayer> ; <http://dbpedia.org/ontology/height> ?n FILTER ( ?n > 2.0 ) }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"35","N","Wann wurde die Freiheitsstatue erbaut?","SELECT DISTINCT ?date WHERE { <http://dbpedia.org/resource/Statue_of_Liberty> <http://dbpedia.org/property/beginningDate> ?date }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"36","N","Welche Staaten grenzen an Illinois?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Illinois> <http://dbpedia.org/property/borderingstates> ?uri }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"37","N","Wer hat Minecraft entwickelt?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Minecraft> <http://dbpedia.org/ontology/developer> ?uri }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"38","N","Wo ist Hillel Slovak gestorben?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Hillel_Slovak> <http://dbpedia.org/ontology/deathPlace> ?uri }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"39","N","In welchen Filmen spielt Jesse Eisenberg mit?","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Jesse_Eisenberg> }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"40","N","Zeig mir alle Schwimmer, die in Moskau geboren wurden","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Swimmer> ; <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Moscow> }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"41","N","Gib mir alle Kosmonauten","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Astronaut> { ?uri <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Russia> } UNION { ?uri <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Soviet_Union> } }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"42","N","Nenne mir alle Schweizer Nonprofit-Organisationen?","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/type> <http://dbpedia.org/resource/Nonprofit_organization> { ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Switzerland> } UNION { ?uri <http://dbpedia.org/ontology/location> ?x . ?x <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Switzerland> } }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"43","N","Welche Praesidenten wurden 1945 geboren?","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/President> ; <http://dbpedia.org/ontology/birthDate> ?date FILTER regex(?date, ""^1945"") }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"44","N","Was fuer Musik hat Lou Reed gemacht?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Lou_Reed> <http://dbpedia.org/ontology/genre> ?uri }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"45","N","Wo spielen die Red Sox?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Boston_Red_Sox> <http://dbpedia.org/property/ballpark> ?uri }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"46","N","Zeig mir eine Liste der Fußballvereine, die in der Bundesliga spielen","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/SoccerClub> ; <http://dbpedia.org/ontology/league> <http://dbpedia.org/resource/Bundesliga> }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"47","N","Welche japanischen Vulkane sind seit 2000 ausgebrochen?","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Volcano> ; <http://dbpedia.org/ontology/locatedInArea> <http://dbpedia.org/resource/Japan> ; <http://dbpedia.org/ontology/eruptionYear> ?date FILTER ( year(?date) >= 2000 ) }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"48","N","Welche Bruecken ueberqueren die Seine?","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Bridge> ; <http://dbpedia.org/ontology/crosses> <http://dbpedia.org/resource/Seine> }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"49","N","Was ist die offizielle Farbe der Universitaet Oxford?","SELECT DISTINCT ?string WHERE { <http://dbpedia.org/resource/University_of_Oxford> <http://dbpedia.org/ontology/officialSchoolColour> ?string }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"50","N","Wieviele Filme hat Hal Roach produziert?","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri <http://dbpedia.org/ontology/producer> <http://dbpedia.org/resource/Hal_Roach> }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"51","N","Gib mir alle daenischen Filme","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Denmark> }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"52","N","Was ist die haeufigste Todesursache?","SELECT DISTINCT ?x WHERE { ?uri <http://dbpedia.org/ontology/deathCause> ?x . } ORDER BY DESC(COUNT(DISTINCT ?uri)) OFFSET 0 LIMIT 1","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"53","N","Wer sind die vier juengsten MVP Baskettballspieler?","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/BasketballPlayer> ; <http://dbpedia.org/ontology/birthDate> ?date ; <http://dbpedia.org/property/highlights> ?h FILTER regex(?h, ""MVP"") } ORDER BY DESC(?date) OFFSET 0 LIMIT 4","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"54","N","Gib mir alle Unternehmen in Muenchen","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> { ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Munich> } UNION { ?uri <http://dbpedia.org/ontology/headquarter> <http://dbpedia.org/resource/Munich> } UNION { ?uri <http://dbpedia.org/ontology/locationCity> <http://dbpedia.org/resource/Munich> } }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"55","N","Gib mir die Haupstaedte aller Laender, ueber die sich der Himalaya erstreckt","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Himalayas> <http://dbpedia.org/ontology/country> ?country . ?country <http://dbpedia.org/ontology/capital> ?uri }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"56","N","Bei wievielen Filmen hat Park Chan-wook Regie gefuehrt?","SELECT COUNT(DISTINCT ?uri AS ?uri) WHERE { ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Park_Chan-wook> . }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"57","N","Welche Fluesse fließen in deutsche Seen?","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/River> . ?x <http://dbpedia.org/ontology/inflow> ?uri ; a <http://dbpedia.org/ontology/Lake> ; <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"58","N","Wieviele Fluggesellschaften gibt es?","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri a <http://dbpedia.org/ontology/Airline> }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"59","N","Gib mir alle Inseln, die zu Japan gehoeren","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Island> ; <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Japan> }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"60","N","Wieviele Einwohner hat Maribor?","SELECT DISTINCT ?num WHERE { <http://dbpedia.org/resource/Maribor> <http://dbpedia.org/ontology/populationTotal> ?num }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"61","N","Gib mir alle Apollo-14-Astronauten","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/mission> <http://dbpedia.org/resource/Apollo_14> }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"62","N","Welche Unternehmen haben mehr als 1 Millionen Angestellte?","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> { ?uri <http://dbpedia.org/ontology/numberOfEmployees> ?n } UNION { ?uri <http://dbpedia.org/property/numEmployees> ?n } FILTER ( ?n > 1000000 ) }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"63","N","In welchem Filmen, bei denen Garry Marshall Regie gefuehrt hat, hat Julia Roberts mitgespielt?","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Julia_Roberts> ; <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Garry_Marshall> }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"64","N","Gib mir alle Vereine in der Premier League","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/SoccerClub> ; <http://dbpedia.org/ontology/league> <http://dbpedia.org/resource/Premier_League> }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"65","N","Was ist die hoehchste Stelle des Ural?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ural_Mountains> <http://dbpedia.org/property/highest> ?uri }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"66","N","Wer ist der Gouverneur von Wyoming?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Wyoming> <http://dbpedia.org/property/governor> ?uri }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"67","N","Wo hat der Architekt des Eiffelturms studiert?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Eiffel_Tower> <http://dbpedia.org/ontology/architect> ?x . ?x <http://dbpedia.org/property/almaMater> ?uri }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"68","N","Gib mir alle Welterbestaetten, die in den vergangenen zwei Jahren aufgenommen wurden","SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/WorldHeritageSite> . { ?uri <http://dbpedia.org/property/year> '2013'^^xsd:integer . } UNION { ?uri <http://dbpedia.org/property/year> '2014'^^xsd:integer . } }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"69","N","Gib mir alle Schauspieler, die nach 1950 in Paris geboren wurden","SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Actor> . ?uri <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Paris> . ?uri <http://dbpedia.org/ontology/birthDate> ?date . FILTER ( ?date >= xsd:dateTime('1950-12-31T00:00:00Z')) }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"70","N","In welchen Filmen spielen sowohl Liz Taylor als auch Richard Burton mit?","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Elizabeth_Taylor> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Richard_Burton> }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"71","N","Gib mir alle gemeinnuetzigen Organisationen in Australien","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/type> <http://dbpedia.org/resource/Nonprofit_organization> { ?uri <http://dbpedia.org/ontology/locationCountry> <http://dbpedia.org/resource/Australia> } UNION { ?uri <http://dbpedia.org/ontology/location> ?x . ?x <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> } }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"72","N","Welcher Papst folgte auf Johannes Paul II?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Pope_John_Paul_II> <http://dbpedia.org/property/successor> ?uri }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"73","N","Gib mir alle ESA-Astronauten","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Astronaut> ; <http://dbpedia.org/property/type> <http://dbpedia.org/resource/European_Space_Agency> }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"74","N","Wer war 1978 Praesident von Pakistan?","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/title> <http://dbpedia.org/resource/President_of_Pakistan> ; <http://dbpedia.org/property/years> 1978 }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"75","N","Wem gehoert Rolls-Royce?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Rolls-Royce_Motors> <http://dbpedia.org/ontology/owner> ?uri }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"76","N","Wieviele Museen hat Paris?","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Museum> ; <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Paris> }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"77","N","Wo wurde JFK ermordet?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/deathPlace> ?uri }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"78","N","Gib mir alle Bundeskanzler","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> { ?uri <http://dbpedia.org/ontology/office> ""Chancellor of Germany"" } UNION { ?uri <http://dbpedia.org/property/office> <http://dbpedia.org/resource/Chancellor_of_Germany> } }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"79","N","Nenne mir alle Personen, die an Halloween geboren sind ","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> { ?uri <http://dbpedia.org/ontology/birthDate> ?date } UNION { ?uri <http://dbpedia.org/property/birthDate> ?date } <http://dbpedia.org/resource/Halloween> <http://dbpedia.org/property/date> ?date }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"80","N","Welches Bier kommt aus Irland?","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/type> <http://dbpedia.org/resource/Beer> ; <http://dbpedia.org/ontology/origin> <http://dbpedia.org/resource/Beer_in_Ireland> }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"81","N","Über welche Laender erstreckt sich der Himalaya?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Himalayas> <http://dbpedia.org/ontology/country> ?uri }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"82","N","Welche Schauspieler wurden in Deutschland geboren?","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Actor> { ?uri <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Germany> } UNION { ?uri <http://dbpedia.org/ontology/birthPlace> ?place . ?place <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> } }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
